2011,"Takaful insurance: Concept, history and development challenges",,"The Foundations of Islamic Banking: Theory, Practice and Education","","",0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,2,0,7,0,7
2011,"Level and Volatility of Stock Prices and Aggregate Investment: The Case of Thailand",1226508X,"Global Economic Review","40","4",0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,4
2011,"Islamic banking in Malaysia: Unchartered waters",18328105,"Asian Economic Policy Review","6","2",0,0,0,0,3,0,0,2,4,1,4,3,5,2,6,3,2,3,2,2,42,0,42
2011,"A comparative study of the returns on Mudhārabah deposit and on equity in Islamic banks",08288666,"Humanomics","27","4",0,0,0,0,0,0,0,1,0,0,0,4,0,1,1,3,1,0,3,0,14,0,14
2011,"WAQF accounting and management in Indonesian WAQF institutions: The cases of two WAQF foundations",08288666,"Humanomics","27","4",0,0,0,0,0,0,0,0,3,3,3,5,4,3,5,6,8,2,10,2,54,0,54
2011,"The potentials of mushārakah mutanāqisah for Islamic housing finance",17538394,"International Journal of Islamic and Middle Eastern Finance and Management","4","3",0,0,0,0,1,1,6,2,0,4,4,5,5,11,2,4,3,5,7,3,63,0,63
2011,"ENHANCING THE INTEGRITY OF ISLAMIC FINANCIAL INSTITUTIONS IN MALAYSIA: THE CASE FOR THE SHARĪ'AH AUDIT FRAMEWORK",01281976,"ISRA International Journal of Islamic Finance","3","1",0,0,0,0,0,0,0,0,2,0,1,2,2,3,3,1,0,1,1,0,16,0,16
2011,"MUSHĀRAKAH MUTANĀQIṢAH AND LEGAL ISSUES: CASE STUDY OF MALAYSIA",01281976,"ISRA International Journal of Islamic Finance","3","1",0,0,0,0,0,0,1,0,0,0,1,3,1,2,2,0,0,1,0,1,12,0,12
2011,"THE ISLAMIC VIEW ON MONEY AND ITS IMPLICATION FOR FINANCIAL INSTRUMENTS",01281976,"ISRA International Journal of Islamic Finance","3","1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,3
2011,"THE ISLAMIC GOLD DINĀR – MYTHS AND REALITY",01281976,"ISRA International Journal of Islamic Finance","3","1",0,0,0,0,1,0,2,0,2,1,0,0,0,1,1,1,0,0,0,0,9,0,9
2011,"A theory and contractual framework of Islamic micro-financial institutions operations",13630539,"Journal of Financial Services Marketing","15","4",0,0,0,0,0,1,2,0,0,0,3,0,3,5,4,1,3,7,0,0,29,0,29
2011,"PRINCIPLES OF WAʿD AND MUWĀʿADAH: THEIR APPLICATION IN ISLAMIC FINANCIAL CONTRACTS",01281976,"ISRA International Journal of Islamic Finance","3","2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2011,"The Ottoman government and economic life: Taxation, public finance and trade controls",,"The Cambridge History of Turkey Volume 2: The Ottoman Empire as a World Power, 1453-1603","","",0,0,0,0,0,0,0,3,1,0,2,2,0,0,2,2,0,1,0,1,14,0,14
2011,"Islamic Capitalism and Finance: Origins, Evolution and the Future",,"Islamic Capitalism and Finance: Origins, Evolution and the Future","","",0,0,0,0,0,1,7,11,11,12,11,7,8,7,5,5,7,4,9,5,110,0,110
2011,"The role of gold in financial investment: A Malaysian Perspective",0424267X,"Economic Computation and Economic Cybernetics Studies and Research","4","",0,0,0,0,0,0,1,0,2,2,0,0,1,5,1,3,1,0,0,1,17,0,17
2010,"CAPITAL REQUIREMENTS AND BANKING BEHAVIOUR FOR ISLAMIC BANKS",01281976,"ISRA International Journal of Islamic Finance","2","2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2010,"Do equity-based Sukuk structures in Islamic capital markets manifest the objectives of Shariah?",13630539,"Journal of Financial Services Marketing","15","3",0,0,0,0,0,1,1,1,3,3,0,1,3,2,0,1,1,0,4,1,22,0,22
2010,"The global financial crisis and its implications for the Islamic financial industry",17538394,"International Journal of Islamic and Middle Eastern Finance and Management","3","4",0,0,0,0,0,0,1,3,0,3,11,9,2,9,10,8,12,8,5,5,86,0,86
2010,"Pricing efficiency of stock rights issues in Malaysia",09603107,"Applied Financial Economics","20","22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2010,"Islam and the path to human and economic development",,"Islam and the Path to Human and Economic Development","","",0,0,0,2,1,3,3,4,5,4,3,4,5,5,2,0,6,8,1,3,59,0,59
2010,"Shariah parameters reconsidered",17538394,"International Journal of Islamic and Middle Eastern Finance and Management","3","2",0,0,0,0,1,2,3,6,3,1,6,6,6,5,7,8,6,4,5,4,73,0,73
2010,"PERFORMANCE OF ISLAMIC AND CONVENTIONAL EXCHANGE TRADED FUNDS IN MALAYSIA",01281976,"ISRA International Journal of Islamic Finance","2","1",0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,1,6,0,6
2010,"Financial constraints and firm investment in Malaysia: An investigation of investment-cash flow relationship",1823836X,"International Journal of Economics and Management","4","1",0,0,0,0,0,1,2,0,2,1,2,1,2,0,0,2,1,1,1,0,16,0,16
2010,"Does firm size matter for the financial constraints?",01271962,"Jurnal Ekonomi Malaysia","44","1",0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,5,0,5
2010,"Islamic banks: Profit sharing equity and credit control",10187383,"Journal of King Abdulaziz University, Islamic Economics","23","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,6,0,6
2010,"Forecasting inflation in Malaysia",02776693,"Journal of Forecasting","29","6",0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,0,4
2009,"SharĪʿah Parameters on the Islamic Foreign Exchange Swap as a Hedging Mechanism in Islamic Finance",01281976,"ISRA International Journal of Islamic Finance","1","1",0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,2,0,0,1,0,9,0,9
2009,"FROM “ASSET-BACKED” TO “ASSET-LIGHT” STRUCTURES: THE INTRICATE HISTORY OF ṢUKŪK",01281976,"ISRA International Journal of Islamic Finance","1","1",0,0,0,0,0,3,1,1,3,0,4,2,4,0,1,5,0,2,3,0,29,0,29
2009,"Granting employee stock options (ESOs), market reaction and financial performance",18234992,"Asian Academy of Management Journal of Accounting and Finance","5","1",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,5,0,5
2008,"Risk-return analysis of Islamic banks' investment deposits and shareholders' fund",03074358,"Managerial Finance","34","10",0,0,0,1,2,0,3,3,1,6,2,2,4,5,2,2,3,1,6,0,43,0,43
2008,"Development in Islamic banking: a financial risk-allocation approach",15265943,"Journal of Risk Finance","9","1",0,2,2,2,4,5,4,3,4,4,8,6,8,5,9,4,5,3,7,6,91,0,91
